,HHSIZE,TRPDUR,TRPDIST_HN,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R,GENDER,AGE_R,LIC
1732,2,16,5.18,0,19,1,3,2,Male,55-64 years,Yes
1733,2,18,4.75,0,19,1,3,2,Male,55-64 years,Yes
1734,2,24,4.63,0,19,1,3,2,Male,55-64 years,Yes
1735,2,6,2.53,0,19,1,4,2,Female,25-34 years,Yes
1736,2,8,2.78,0,19,1,4,2,Female,25-34 years,Yes
1737,1,30,19.5,0,19,1,1,1,Female,55-64 years,Yes
1738,1,30,6.36,0,19,1,1,1,Female,55-64 years,Yes
1739,1,30,6.88,0,19,1,1,1,Female,55-64 years,Yes
1740,1,6,6.53,0,19,1,4,2,Male,55-64 years,Yes
1741,1,33,23.16,0,19,1,4,2,Male,55-64 years,Yes
1742,1,15,2.02,0,19,1,4,2,Male,55-64 years,Yes
1743,1,11,2.02,0,19,1,4,2,Male,55-64 years,Yes
1744,1,3,0.55,0,19,1,4,2,Male,55-64 years,Yes
1745,1,9,7.82,0,19,1,4,2,Male,55-64 years,Yes
1746,1,14,3.09,0,19,2,4,2,Male,55-64 years,Yes
1747,1,15,3.58,0,19,2,4,2,Male,55-64 years,Yes
1748,1,9,1.18,0,17,2,4,2,Male,55-64 years,Yes
1749,1,8,1.18,0,17,2,4,2,Male,55-64 years,Yes
1750,2,45,9.06,0,19,1,4,2,Female,35-54 years,Yes
1751,2,50,9.3,0,19,1,4,2,Female,35-54 years,Yes
1752,5,29,9.83,1,19,1,2,2,Male,35-54 years,Yes
1753,7,48,15.41,1,19,1,3,2,Male,35-54 years,Yes
1754,5,20,4.59,0,19,1,2,2,Male,35-54 years,Yes
1755,5,3,3.08,0,19,1,2,2,Male,35-54 years,Yes
1756,5,7,3.1,0,19,1,2,2,Male,35-54 years,Yes
1757,5,2,1.04,0,19,1,2,2,Male,35-54 years,Yes
1758,5,60,4.41,0,19,1,2,2,Male,35-54 years,Yes
1759,3,45,19.99,1,19,1,9,3,Female,35-54 years,Yes
1760,3,50,16.87,1,19,1,9,3,Female,Younger than 16 years,
1761,3,90,30.96,0,19,1,3,2,Male,35-54 years,Yes
1762,2,2,0.4,0,19,1,4,2,Male,35-54 years,Yes
1763,2,74,0.0,1,6,1,4,2,Male,35-54 years,Yes
1764,2,15,2.31,0,19,1,4,2,Male,35-54 years,Yes
1765,3,30,0.0,0,19,1,2,3,Male,35-54 years,Yes
1766,5,122,44.86,1,6,1,2,2,Male,Age not provided,Yes
1767,3,38,26.61,0,19,1,3,3,Male,25-34 years,Yes
1768,3,35,25.87,0,19,1,3,3,Male,25-34 years,Yes
1769,3,123,56.13,1,6,1,3,3,Female,25-34 years,Yes
1770,2,134,48.68,1,6,1,3,1,Male,25-34 years,Yes
1771,2,117,52.5,1,6,1,3,1,Female,25-34 years,Yes
1772,1,29,27.76,0,19,1,9,1,Female,55-64 years,Yes
1773,1,28,16.07,0,19,1,9,1,Female,55-64 years,Yes
1774,1,14,11.44,0,19,1,9,1,Female,55-64 years,Yes
1775,1,25,16.48,0,19,1,3,1,Female,35-54 years,Yes
1776,1,3,0.8,0,19,1,3,1,Female,35-54 years,Yes
1777,1,20,10.63,0,19,1,3,1,Female,35-54 years,Yes
1778,1,16,10.66,0,19,1,3,1,Female,35-54 years,Yes
1779,1,68,39.53,1,19,1,4,3,Male,35-54 years,Yes
1780,2,66,24.19,1,6,2,3,2,Male,55-64 years,Yes
1781,2,10,1.61,0,19,2,3,2,Female,55-64 years,Yes
1782,2,8,3.98,0,19,1,3,2,Female,55-64 years,Yes
1783,2,13,3.98,0,19,1,3,2,Female,55-64 years,Yes
1784,2,11,3.98,0,19,1,3,2,Female,55-64 years,Yes
1785,2,9,6.12,0,19,1,3,2,Female,55-64 years,Yes
1786,4,80,24.19,1,6,1,1,2,Male,35-54 years,Yes
1787,1,39,32.53,0,19,1,1,1,Female,25-34 years,Yes
1788,1,42,32.53,0,19,1,1,1,Female,25-34 years,Yes
1789,4,140,55.13,0,19,1,4,2,Male,35-54 years,Yes
1790,3,2,0.75,0,19,1,1,1,Female,25-34 years,Yes
1791,3,1,0.75,0,19,1,1,1,Female,25-34 years,Yes
1792,3,7,2.33,0,19,1,1,1,Female,25-34 years,Yes
1793,3,14,2.33,0,19,1,1,1,Female,25-34 years,Yes
1794,3,4,0.75,0,19,4,1,1,Female,25-34 years,Yes
1795,5,5,2.37,0,19,1,4,3,Male,35-54 years,Yes
1796,5,131,57.65,1,6,1,4,3,Male,35-54 years,Yes
1797,5,2,1.01,0,19,1,4,3,Female,35-54 years,Yes
1798,5,5,1.01,0,19,1,4,3,Female,35-54 years,Yes
1799,5,10,1.01,0,19,1,4,3,Female,35-54 years,Yes
1800,5,5,1.01,0,19,1,4,3,Female,35-54 years,Yes
1801,5,48,5.61,0,19,1,4,3,Male,25-34 years,Yes
1802,5,66,5.61,0,19,1,4,3,Male,25-34 years,Yes
1803,4,12,8.42,0,19,1,4,3,Female,35-54 years,Yes
1804,4,15,7.82,0,19,1,4,3,Female,35-54 years,Yes
1805,1,8,3.18,0,19,1,3,1,Male,25-34 years,Yes
1806,1,1,0.76,0,19,1,3,1,Male,25-34 years,Yes
1807,1,54,44.87,1,19,1,3,1,Male,25-34 years,Yes
1808,2,80,0.0,1,6,1,3,1,Male,35-54 years,Yes
1809,2,10,2.87,0,19,1,3,1,Male,35-54 years,Yes
1810,2,6,2.64,0,19,1,3,1,Male,35-54 years,Yes
1811,1,28,15.87,1,19,1,4,2,Female,35-54 years,Yes
1812,5,35,15.69,1,19,1,4,3,Male,35-54 years,Yes
1813,2,45,25.08,1,19,1,4,2,Male,35-54 years,Yes
1814,2,11,7.06,0,19,1,4,2,Female,35-54 years,Yes
1815,2,23,8.12,0,19,1,4,2,Female,35-54 years,Yes
1816,2,8,2.56,0,19,1,4,2,Female,35-54 years,Yes
1817,2,15,6.8,0,19,1,4,2,Female,35-54 years,Yes
1818,2,22,14.48,0,19,1,4,2,Female,35-54 years,Yes
1819,5,5,1.78,0,19,1,2,2,Male,35-54 years,Yes
1820,5,20,16.33,0,19,1,2,2,Male,35-54 years,Yes
1821,5,30,17.76,0,19,1,2,2,Male,35-54 years,Yes
1822,2,77,0.0,1,6,2,4,2,Female,25-34 years,Yes
1823,1,45,31.24,0,19,1,9,2,Male,55-64 years,Yes
1824,1,3,0.68,0,19,1,9,2,Male,55-64 years,Yes
1825,1,3,0.68,0,19,1,9,2,Male,55-64 years,Yes
1826,1,65,31.53,0,19,1,9,2,Male,55-64 years,Yes
1827,5,52,47.15,1,19,1,9,2,Male,35-54 years,Yes
1828,4,24,26.39,0,19,1,3,3,Male,35-54 years,Yes
1829,4,22,10.63,0,19,1,3,3,Male,35-54 years,Yes
1830,4,25,11.74,0,19,1,3,3,Male,35-54 years,Yes
1831,4,34,28.23,0,19,1,3,3,Male,35-54 years,Yes
1832,4,6,0.46,0,19,1,3,3,Male,35-54 years,Yes
1833,4,35,28.96,0,19,1,3,3,Male,35-54 years,Yes
1834,4,28,24.9,0,19,1,3,3,Male,35-54 years,Yes
1835,4,6,1.8,0,19,1,3,3,Female,Age not provided,Yes
1836,4,5,1.8,0,19,1,3,3,Female,Age not provided,Yes
1837,4,10,5.96,0,19,1,4,2,Male,35-54 years,Yes
1838,4,21,4.22,0,19,1,4,2,Male,35-54 years,Yes
1839,4,10,3.6,0,19,3,4,2,Male,35-54 years,Yes
1840,2,7,4.39,0,19,1,4,2,Male,55-64 years,Yes
1841,2,12,10.35,0,19,1,4,2,Male,55-64 years,Yes
1842,2,16,9.21,0,19,1,4,2,Male,55-64 years,Yes
1843,2,5,7.29,0,19,1,4,2,Male,55-64 years,Yes
1844,2,5,7.29,0,19,1,4,2,Male,55-64 years,Yes
1845,2,5,1.81,0,19,1,4,2,Male,55-64 years,Yes
1846,2,20,7.29,0,19,1,4,2,Male,55-64 years,Yes
1847,2,17,5.43,0,19,1,3,3,Male,55-64 years,Yes
1848,2,10,3.0,0,19,3,3,3,Male,55-64 years,Yes
1849,2,8,1.4,0,19,3,3,3,Male,55-64 years,Yes
1850,2,7,1.78,0,19,3,3,3,Male,55-64 years,Yes
1851,2,4,1.75,0,19,1,3,3,Male,55-64 years,Yes
1852,2,16,6.98,0,19,1,3,3,Male,55-64 years,Yes
1853,3,12,5.8,0,19,3,3,1,Female,35-54 years,Yes
1854,3,6,1.22,0,19,2,3,1,Female,35-54 years,Yes
1855,3,5,0.93,0,19,1,3,1,Female,35-54 years,Yes
1856,3,4,2.58,0,19,1,3,1,Female,35-54 years,Yes
1857,3,6,0.93,0,19,2,3,1,Female,35-54 years,Yes
1858,3,4,2.53,0,19,2,3,1,Female,35-54 years,Yes
1859,3,6,1.22,0,19,1,3,1,Female,35-54 years,Yes
1860,3,11,4.45,0,19,2,3,1,Female,35-54 years,Yes
1861,3,12,5.8,0,17,3,3,1,Female,25-34 years,Yes
1862,3,6,1.22,0,17,2,3,1,Female,25-34 years,Yes
1863,3,11,4.45,0,17,2,3,1,Female,25-34 years,Yes
1864,5,22,18.05,0,19,1,4,3,Male,35-54 years,Yes
1865,1,35,2.94,0,19,1,1,1,Male,35-54 years,Yes
1866,1,5,0.89,0,19,1,1,1,Male,35-54 years,Yes
1867,1,3,2.02,0,19,1,1,1,Male,35-54 years,Yes
1868,1,6,5.64,0,19,1,1,1,Male,35-54 years,Yes
1869,1,12,1.75,0,19,1,1,1,Male,35-54 years,Yes
1870,1,10,3.11,0,19,1,1,1,Male,35-54 years,Yes
1871,1,14,2.34,0,19,1,1,1,Male,35-54 years,Yes
1872,1,26,3.85,0,19,1,1,1,Male,35-54 years,Yes
1873,4,27,12.91,0,19,1,9,2,Male,35-54 years,Yes
1874,4,38,13.15,0,19,1,9,2,Male,35-54 years,Yes
1875,3,65,67.85,0,19,1,4,2,Male,25-34 years,Yes
1876,4,76,32.22,1,6,1,4,2,Male,35-54 years,Yes
1877,4,7,3.05,0,19,1,4,2,Male,35-54 years,Yes
1878,4,21,4.76,0,19,1,4,2,Female,25-34 years,Yes
1879,4,72,0.0,1,6,1,4,2,Female,25-34 years,Yes
1880,1,13,10.17,0,19,1,2,1,Male,55-64 years,Yes
1881,1,30,7.58,0,19,1,2,1,Male,55-64 years,Yes
1882,1,30,15.97,0,19,1,2,1,Male,55-64 years,Yes
1883,6,5,1.17,0,19,2,4,2,Male,35-54 years,Yes
1884,6,25,11.67,0,19,1,4,2,Male,35-54 years,Yes
1885,6,38,13.24,0,19,1,4,2,Male,35-54 years,Yes
1886,6,56,32.66,0,19,3,4,2,Female,35-54 years,Yes
1887,6,12,3.08,0,19,1,4,2,Female,35-54 years,Yes
1888,6,11,3.1,0,19,1,4,2,Female,35-54 years,Yes
1889,6,53,33.12,0,19,3,4,2,Female,35-54 years,Yes
1890,2,26,1.05,0,19,1,3,2,Male,55-64 years,Yes
1891,2,29,1.05,0,19,1,3,2,Male,55-64 years,Yes
1892,6,18,15.35,0,19,1,4,2,Female,35-54 years,Yes
1893,6,6,6.86,0,19,1,4,2,Female,35-54 years,Yes
1894,6,12,7.36,0,19,1,4,2,Female,35-54 years,Yes
1895,6,16,19.59,0,19,1,4,2,Female,35-54 years,Yes
1896,6,7,2.45,0,19,1,4,2,Female,35-54 years,Yes
1897,1,29,0.0,0,19,1,1,2,Female,35-54 years,Yes
1898,1,11,2.16,0,19,1,1,2,Female,35-54 years,Yes
1899,1,30,0.0,0,19,1,1,2,Female,35-54 years,Yes
1900,1,86,20.57,1,12,1,2,1,Male,25-34 years,Yes
1901,5,2,1.21,0,19,4,9,2,Male,35-54 years,Yes
1902,5,30,19.56,0,19,1,9,2,Male,35-54 years,Yes
1903,5,35,29.24,0,19,1,9,2,Male,35-54 years,Yes
1904,5,34,30.7,0,19,1,9,2,Male,35-54 years,Yes
1905,5,12,4.36,0,19,1,9,2,Male,35-54 years,Yes
1906,5,34,11.58,0,19,1,9,2,Male,35-54 years,Yes
1907,5,9,2.37,0,19,1,9,2,Male,35-54 years,Yes
1908,5,18,5.26,0,19,1,9,2,Female,35-54 years,Yes
1909,5,15,5.25,0,19,1,9,2,Female,35-54 years,Yes
1910,5,3,1.28,0,19,1,9,2,Female,35-54 years,Yes
1911,5,4,1.28,0,19,1,9,2,Female,35-54 years,Yes
1912,5,3,1.21,0,19,4,9,2,Female,35-54 years,Yes
1913,2,60,0.87,0,19,1,2,2,Male,55-64 years,Yes
1914,2,35,14.61,0,19,1,2,2,Male,55-64 years,Yes
1915,2,45,20.57,0,19,1,2,2,Male,55-64 years,Yes
1916,2,30,9.29,0,19,1,2,2,Male,55-64 years,Yes
1917,2,17,6.0,0,19,1,2,2,Female,55-64 years,Yes
1918,2,39,22.83,0,19,1,2,2,Female,55-64 years,Yes
1919,2,35,24.08,0,19,1,2,2,Female,55-64 years,Yes
1920,5,4,1.95,0,19,2,4,2,Male,35-54 years,Yes
1921,5,13,6.43,0,19,1,4,2,Male,35-54 years,Yes
1922,5,15,5.83,0,19,1,4,2,Male,35-54 years,Yes
1923,2,30,21.01,0,19,1,4,3,Male,65 years or older,Yes
1924,2,15,2.48,0,19,1,4,3,Male,65 years or older,Yes
1925,2,15,2.48,0,19,1,4,3,Male,65 years or older,Yes
1926,2,30,21.03,0,19,1,4,3,Male,65 years or older,Yes
1927,3,20,10.43,0,19,1,2,3,Male,35-54 years,Yes
1928,3,30,10.94,0,19,1,2,3,Male,35-54 years,Yes
1929,3,15,3.91,0,19,1,2,3,Male,35-54 years,Yes
1930,3,10,4.39,0,19,1,2,3,Male,35-54 years,Yes
1931,3,14,0.0,0,19,1,4,2,Female,35-54 years,Yes
1932,3,17,0.0,0,19,1,4,2,Female,35-54 years,Yes
1933,3,8,1.99,0,19,1,4,2,Male,55-64 years,Yes
1934,3,145,47.28,0,6,1,4,2,Male,55-64 years,Yes
1935,2,105,56.33,1,6,1,4,2,Male,35-54 years,Yes
1936,2,15,8.92,0,19,1,4,2,Male,35-54 years,Yes
1937,3,60,25.66,0,19,1,4,2,Male,55-64 years,Yes
1938,3,60,25.82,0,19,1,4,2,Male,55-64 years,Yes
1939,3,30,11.54,0,17,3,4,2,Female,55-64 years,Yes
1940,3,30,11.7,0,17,3,4,2,Female,55-64 years,Yes
1941,4,7,5.68,0,19,2,4,3,Male,35-54 years,Yes
1942,4,20,11.13,0,19,1,4,3,Male,35-54 years,Yes
1943,4,13,8.05,0,19,1,4,3,Male,35-54 years,Yes
1944,4,15,4.75,0,19,1,4,3,Female,19-24 years,Yes
1945,4,15,4.74,0,19,1,4,3,Female,19-24 years,Yes
1946,2,25,7.86,0,19,1,3,2,Female,35-54 years,Yes
1947,2,50,7.44,0,19,1,3,2,Female,35-54 years,Yes
1948,4,12,10.53,0,19,1,4,3,Female,35-54 years,Yes
1949,4,25,28.04,0,19,1,4,3,Female,35-54 years,Yes
1950,4,25,8.41,0,19,1,4,3,Female,35-54 years,Yes
1951,4,30,8.49,0,19,1,4,3,Female,35-54 years,Yes
1952,4,35,14.4,0,19,1,4,3,Female,35-54 years,Yes
1953,4,70,17.42,0,19,1,4,3,Female,35-54 years,Yes
1954,4,20,10.58,0,19,1,4,3,Female,35-54 years,Yes
1955,4,60,23.14,0,19,1,4,3,Male,35-54 years,Yes
1956,4,69,23.34,0,19,1,4,3,Male,35-54 years,Yes
1957,2,60,41.48,0,19,1,2,2,Female,55-64 years,Yes
1958,2,60,41.45,0,19,1,2,2,Female,55-64 years,Yes
1959,2,130,67.65,1,6,1,2,2,Female,25-34 years,Yes
1960,2,110,38.85,1,6,1,4,2,Male,55-64 years,Yes
1961,6,10,0.0,0,19,1,3,2,Male,35-54 years,Yes
1962,5,39,0.0,0,19,1,4,2,Male,35-54 years,Yes
1963,5,100,27.31,1,6,1,4,2,Male,35-54 years,Yes
1964,5,8,0.0,0,19,2,4,2,Female,35-54 years,Yes
1965,5,28,20.29,0,19,1,4,2,Female,35-54 years,Yes
1966,5,26,0.0,0,19,1,4,2,Female,35-54 years,Yes
1967,1,8,2.16,0,19,1,1,1,Male,55-64 years,Yes
1968,1,8,2.16,0,19,1,1,1,Male,55-64 years,Yes
1969,3,25,8.57,0,19,1,4,2,Male,35-54 years,Yes
1970,3,20,8.44,0,19,1,4,2,Male,35-54 years,Yes
1971,2,15,9.47,0,19,1,3,2,Male,55-64 years,Yes
1972,2,20,11.3,0,19,1,3,2,Male,55-64 years,Yes
1973,2,30,9.47,0,19,1,3,2,Male,55-64 years,Yes
1974,2,30,11.3,0,19,1,3,2,Male,55-64 years,Yes
1975,2,25,8.89,0,19,1,3,2,Female,55-64 years,Yes
1976,2,20,7.99,0,19,1,3,2,Female,55-64 years,Yes
1977,1,10,3.11,0,19,1,4,1,Female,35-54 years,Yes
1978,1,7,1.82,0,19,1,4,1,Female,35-54 years,Yes
1979,1,6,1.5,0,19,1,4,1,Female,35-54 years,Yes
1980,1,3,1.29,0,19,1,4,1,Female,35-54 years,Yes
1981,1,9,2.7,0,19,1,4,1,Female,35-54 years,Yes
1982,1,5,1.82,0,19,1,4,1,Female,35-54 years,Yes
1983,1,11,3.11,0,19,1,4,1,Female,35-54 years,Yes
1984,5,9,5.6,0,19,1,9,2,Male,35-54 years,Yes
1985,5,14,5.41,0,19,1,9,2,Male,35-54 years,Yes
1986,3,4,5.15,0,19,1,2,3,Male,35-54 years,Yes
1987,3,45,50.14,0,19,1,2,3,Male,35-54 years,Yes
1988,3,5,0.85,0,19,1,2,3,Male,35-54 years,Yes
1989,3,5,0.85,0,19,1,2,3,Male,35-54 years,Yes
1990,3,60,53.53,0,19,1,2,3,Male,35-54 years,Yes
1991,2,30,15.48,0,19,1,4,1,Male,65 years or older,Yes
1992,2,15,2.06,0,19,1,4,1,Male,65 years or older,Yes
1993,2,5,0.81,0,19,1,4,1,Male,65 years or older,Yes
1994,2,10,0.81,0,19,1,4,1,Male,65 years or older,Yes
1995,2,10,0.81,0,19,1,4,1,Male,65 years or older,Yes
1996,2,30,13.88,0,19,1,4,1,Male,65 years or older,Yes
1997,2,15,4.25,0,19,1,2,2,Male,25-34 years,Yes
1998,2,30,4.25,0,19,1,2,2,Male,25-34 years,Yes
1999,2,50,19.95,0,19,1,3,2,Female,55-64 years,Yes
2000,2,45,19.66,0,19,1,3,2,Female,55-64 years,Yes
2001,2,45,14.51,0,19,1,3,2,Female,55-64 years,Yes
2002,2,45,14.19,0,19,1,3,2,Female,55-64 years,Yes
2003,4,6,0.46,0,19,1,2,2,Male,35-54 years,Yes
2004,4,36,19.68,0,19,1,2,2,Male,35-54 years,Yes
2005,4,45,18.36,0,19,1,2,2,Male,35-54 years,Yes
2006,2,45,23.83,0,19,1,2,2,Male,55-64 years,Yes
2007,2,26,10.15,0,19,1,2,2,Male,55-64 years,Yes
2008,2,30,12.96,0,19,1,2,2,Male,55-64 years,Yes
2009,2,5,1.61,0,19,1,2,2,Male,55-64 years,Yes
2010,2,40,21.25,0,19,1,2,2,Male,55-64 years,Yes
2011,2,18,7.46,0,19,1,2,2,Male,55-64 years,Yes
2012,2,2,1.53,0,19,1,2,2,Male,55-64 years,Yes
2013,2,15,1.53,0,19,1,2,2,Male,55-64 years,Yes
2014,2,12,6.05,0,19,1,2,2,Male,55-64 years,Yes
2015,2,2,2.28,0,19,1,2,2,Male,55-64 years,Yes
2016,2,7,3.17,0,19,1,2,2,Male,55-64 years,Yes
2017,2,14,4.58,0,19,1,2,2,Male,55-64 years,Yes
2018,2,15,7.24,0,19,1,2,2,Male,55-64 years,Yes
2019,2,17,4.86,0,19,1,2,2,Male,55-64 years,Yes
2020,2,1,0.61,0,19,1,2,2,Male,55-64 years,Yes
2021,2,12,7.25,0,19,1,2,2,Male,55-64 years,Yes
2022,2,13,7.25,0,19,1,2,2,Male,55-64 years,Yes
2023,2,2,2.07,0,19,1,2,2,Male,55-64 years,Yes
2024,2,11,4.13,0,19,1,2,2,Male,55-64 years,Yes
2025,2,5,0.63,0,19,1,2,2,Male,55-64 years,Yes
2026,2,6,1.75,0,19,1,2,2,Male,55-64 years,Yes
2027,2,9,2.5,0,19,1,2,2,Male,55-64 years,Yes
2028,2,40,25.26,0,19,1,2,2,Male,55-64 years,Yes
2029,1,18,10.41,0,19,1,2,1,Male,35-54 years,Yes
2030,1,45,38.25,1,19,1,2,1,Male,35-54 years,Yes
2031,2,21,12.46,0,19,1,1,2,Male,55-64 years,Yes
2032,2,19,2.37,0,19,1,1,2,Male,55-64 years,Yes
2033,2,32,16.96,0,19,1,1,2,Male,55-64 years,Yes
2034,2,43,13.41,0,19,1,1,2,Male,55-64 years,Yes
2035,2,28,3.56,0,19,1,1,2,Male,55-64 years,Yes
2036,2,14,8.88,0,19,1,1,2,Male,55-64 years,Yes
2037,2,4,1.81,0,19,1,1,2,Male,55-64 years,Yes
2038,4,5,4.06,0,19,1,2,2,Female,35-54 years,Yes
2039,4,5,3.98,0,19,1,2,2,Female,35-54 years,Yes
2040,4,9,2.48,0,19,1,2,2,Female,35-54 years,Yes
2041,4,10,10.58,0,19,1,2,2,Male,35-54 years,Yes
2042,6,105,36.72,0,19,1,4,3,Male,35-54 years,Yes
2043,6,120,36.09,0,19,1,4,3,Male,35-54 years,Yes
2044,2,35,16.32,1,19,1,4,3,Female,55-64 years,Yes
2045,5,30,18.93,0,19,1,4,2,Male,35-54 years,Yes
2046,5,30,18.94,0,19,1,4,2,Male,35-54 years,Yes
2047,5,10,2.72,0,19,1,4,2,Female,35-54 years,Yes
2048,5,15,2.46,0,19,1,4,2,Female,35-54 years,Yes
2049,5,5,0.42,0,19,2,4,2,Female,35-54 years,Yes
2050,1,90,0.0,1,6,1,4,1,Female,65 years or older,Yes
2051,4,111,26.82,1,6,1,4,2,Male,35-54 years,Yes
2052,4,10,3.84,0,19,3,4,2,Female,35-54 years,Yes
2053,4,35,0.0,0,19,1,4,2,Female,35-54 years,Yes
2054,4,35,0.0,0,19,1,4,2,Female,35-54 years,Yes
2055,4,10,3.84,0,19,3,4,2,Female,35-54 years,Yes
2056,4,30,3.23,0,19,1,2,2,Female,35-54 years,Yes
2057,4,15,3.27,0,19,1,2,2,Female,35-54 years,Yes
2058,4,9,1.8,0,19,2,2,2,Female,35-54 years,Yes
2059,4,11,1.8,0,19,3,2,2,Female,35-54 years,Yes
2060,4,2,2.09,0,19,3,2,2,Female,35-54 years,Yes
2061,4,10,3.27,0,19,3,2,2,Female,35-54 years,Yes
2062,4,40,18.91,1,19,1,2,2,Male,35-54 years,Yes
2063,4,75,19.21,1,19,1,2,1,Female,35-54 years,Yes
2064,4,2,0.3,0,19,2,2,1,Female,35-54 years,Yes
2065,4,4,0.3,0,19,1,4,2,Female,35-54 years,Yes
2066,4,4,0.3,0,19,2,4,2,Female,35-54 years,Yes
2067,4,2,0.3,0,19,1,4,2,Female,35-54 years,Yes
2068,4,80,24.88,1,6,1,4,2,Male,35-54 years,Yes
2069,4,15,4.47,0,19,1,4,2,Female,19-24 years,Yes
2070,4,15,4.46,0,19,1,4,2,Female,19-24 years,Yes
2071,3,75,23.03,1,6,1,3,2,Female,35-54 years,Yes
2072,3,60,0.0,1,6,1,3,2,Male,35-54 years,Yes
2073,1,90,22.26,1,6,2,4,2,Male,35-54 years,Yes
2074,4,2,0.42,0,19,2,4,2,Male,35-54 years,Yes
2075,4,75,24.02,1,6,1,4,2,Male,35-54 years,Yes
2076,4,5,1.09,0,19,2,4,2,Female,35-54 years,Yes
2077,4,88,26.82,1,6,1,4,2,Female,35-54 years,Yes
2078,4,5,1.09,0,19,2,4,2,Female,35-54 years,Yes
2079,2,105,31.46,1,6,2,4,1,Female,35-54 years,Yes
2080,2,90,0.0,1,6,2,4,1,Male,35-54 years,Yes
2081,3,125,0.0,1,7,1,4,2,Male,35-54 years,Yes
2082,4,3,2.03,0,19,4,4,1,Male,35-54 years,Yes
2083,4,25,7.25,0,19,2,4,1,Male,35-54 years,Yes
2084,4,14,3.61,0,17,2,4,1,Male,35-54 years,Yes
2085,4,26,18.39,1,6,1,4,1,Male,35-54 years,Yes
2086,2,30,9.73,0,19,1,1,1,Female,35-54 years,Yes
2087,2,30,9.62,0,19,1,1,1,Female,35-54 years,Yes
2088,2,8,2.87,0,19,1,4,2,Male,55-64 years,Yes
2089,2,134,0.87,0,19,1,4,2,Male,55-64 years,Yes
2090,2,12,0.87,0,19,1,4,2,Male,55-64 years,Yes
2091,2,6,0.87,0,19,1,4,2,Male,55-64 years,Yes
2092,2,8,2.64,0,19,2,4,2,Male,55-64 years,Yes
2093,2,41,5.72,0,15,1,4,0,Male,25-34 years,Yes
2094,2,2,0.87,0,23,3,4,0,Male,25-34 years,Yes
2095,2,3,0.87,0,23,3,4,0,Male,25-34 years,Yes
2096,2,45,6.03,0,15,1,4,0,Male,25-34 years,Yes
2097,2,74,0.0,1,6,1,4,0,Female,25-34 years,Yes
2098,2,8,5.0,0,17,2,4,0,Female,25-34 years,Yes
2099,2,25,7.71,0,17,2,4,0,Female,25-34 years,Yes
2100,3,25,7.45,0,19,1,4,3,Female,55-64 years,Yes
2101,3,23,6.63,0,19,1,4,3,Female,55-64 years,Yes
2102,3,9,2.26,0,19,1,4,3,Female,55-64 years,Yes
2103,3,92,25.14,0,6,1,4,3,Female,35-54 years,Yes
2104,3,35,17.71,1,19,1,4,1,Female,65 years or older,Yes
2105,3,8,1.24,0,23,1,4,1,Male,35-54 years,Yes
2106,3,10,1.24,0,23,1,4,1,Male,35-54 years,Yes
2107,3,30,16.04,0,19,1,2,2,Female,35-54 years,Yes
2108,3,30,15.86,0,19,1,2,2,Female,35-54 years,Yes
2109,1,28,7.22,0,19,1,2,2,Female,55-64 years,Yes
2110,1,27,5.57,0,19,2,2,2,Female,55-64 years,Yes
2111,1,11,2.35,0,19,1,2,2,Female,55-64 years,Yes
2112,1,10,2.71,0,19,1,2,2,Female,55-64 years,Yes
2113,1,3,0.4,0,19,1,2,2,Female,55-64 years,Yes
2114,1,31,3.34,0,23,1,2,2,Female,55-64 years,Yes
2115,1,10,1.98,0,23,1,2,2,Female,55-64 years,Yes
2116,2,60,39.0,0,19,1,4,2,Male,65 years or older,Yes
2117,4,80,0.0,1,12,1,9,2,Male,35-54 years,Yes
2118,4,40,16.7,0,16,1,9,2,Female,35-54 years,Yes
2119,4,54,16.31,0,16,2,9,2,Female,35-54 years,Yes
2120,4,4,0.42,0,16,3,9,2,Female,35-54 years,Yes
2121,4,85,29.36,1,6,1,2,3,Male,25-34 years,Yes
2122,4,10,3.28,0,19,1,2,3,Male,19-24 years,Yes
2123,4,10,3.28,0,19,1,2,3,Male,19-24 years,Yes
2124,4,10,3.28,0,19,1,2,3,Male,19-24 years,Yes
2125,4,20,3.28,0,19,1,2,3,Male,19-24 years,Yes
2126,4,18,6.95,0,19,1,4,3,Female,35-54 years,Yes
2127,4,2,0.87,0,19,1,4,3,Female,35-54 years,Yes
2128,4,9,0.87,0,19,1,4,3,Female,35-54 years,Yes
2129,4,9,0.87,0,19,1,4,3,Female,35-54 years,Yes
2130,4,16,5.95,0,19,1,4,3,Female,35-54 years,Yes
2131,4,11,2.13,0,19,2,4,3,Female,35-54 years,Yes
2132,4,7,1.01,0,19,2,4,3,Female,35-54 years,Yes
2133,4,33,15.91,0,19,1,4,3,Female,35-54 years,Yes
2134,4,31,11.86,0,19,1,4,3,Female,35-54 years,Yes
2135,2,39,19.72,0,19,1,9,2,Female,55-64 years,Yes
2136,2,36,17.52,0,19,1,9,2,Female,55-64 years,Yes
2137,2,9,1.6,0,19,1,9,2,Female,55-64 years,Yes
2138,2,5,0.37,0,19,1,9,2,Female,55-64 years,Yes
2139,2,95,28.2,1,19,1,9,2,Female,35-54 years,Yes
2140,2,27,7.27,0,19,1,9,2,Female,35-54 years,Yes
